SiteCode,SiteName,IslandCode,IslandName,SurveyYear,Date,ReserveStatus,Crassedoma_giganteum,Haliotis_rufescens,Kelletia_kelletii,Lithopoma_gibberosa,Lophogorgia_chilensis,Lytechinus_anamesus,Macrocystis_pyrifera,Megastraea_undosa,Megathura_crenulata,Muricea_californica,Muricea_fruticosa,Patiria_miniata,Pisaster_giganteus,Pycnopodia_helianthoides,Strongylocentrotus_franciscanus,Strongylocentrotus_purpuratus,Tegula_regina,Tethya_aurantia,Mean_ONI_ANOM
AP,Arch Point,SB,Santa Barbara,2005,2005-01-01,Outside,1.0383783826487096,0,0,0,0.003980706451993813,1.8900498365597046e-5,0,19.8772309817414,0,0,0.047139029873481376,3.2724313486516117,2.7280457442656387,0,1101.4099808911978,332.5296995673832,0,0,0.04166666666666667
AP,Arch Point,SB,Santa Barbara,2006,2006-01-01,Outside,1.746498820839507,0,0,0.01506553740944247,9.951766129984532e-4,0.002672375714191892,0,32.23889826398185,0.047689883820162156,0,0,6.206623662927477,5.764047133163081,0,489.0989513170003,288.31794550383745,11.078695141532828,0,0.11416666666666668
AP,Arch Point,SB,Santa Barbara,2007,2007-01-01,Outside,2.200902313216825,0,0,0,0.008956589516986078,0.03143222918422554,0,3.2131288862072847,0,0.006992318394703657,0,1.3258889606414337,1.5285584069493203,0,322.4717206349467,201.56326237497916,6.1183140871578106,0,-0.5908333333333333
AP,Arch Point,SB,Santa Barbara,2008,2008-01-01,Outside,0.010855182271243543,0,0,0,9.951766129984532e-4,0.08364793089016033,0,44.99684464145415,0.0012061521593869874,0,0,7.158362833103412,5.318826474546504,0,421.5873650649444,237.75478857294863,28.47577126069474,0,-0.7583333333333333
AP,Arch Point,SB,Santa Barbara,2009,2009-01-01,Outside,0.3390757620944223,0,0,0,0.01592282580797525,0.5774590893871594,0,3.1693181573850557,0.048448060533398854,0.027969273578814628,0,5.715856148985766,3.8051970968061135,0,159.74738294351164,233.6265982388418,16.388695190448754,0,0.3125
AP,Arch Point,SB,Santa Barbara,2010,2010-01-01,Outside,0.22171137930925214,0,0,0,0,0.1679678103802432,0,9.760295751687837,0.24989322582966136,0.006992318394703657,0,5.151517171507037,6.935829781266669,0,358.21482392996614,282.4492153042319,9.668889648378208,0,-0.4616666666666666
AP,Arch Point,SB,Santa Barbara,2011,2011-01-01,Outside,1.397535326635713,0,0,0,0.003980706451993813,0.3347741971416273,0,31.085120110429045,0.5070954986272843,0.006992318394703657,0,24.778856812889323,6.025729372444048,0.14941401030866666,257.34771890396144,400.8602505820357,9.362978965122677,4.585044679571281e-4,-0.8391666666666666
AP,Arch Point,SB,Santa Barbara,2012,2012-01-01,Outside,2.3594820569703714,0,0,0,0.003980706451993813,0.14262538131706137,0,33.864581525153916,0.44894301021097843,0.006992318394703657,0,44.868144413576125,9.55041365760957,0.08869061669363244,188.52840229013927,253.660002405806,6.061084853896,4.585044679571281e-4,-0.11416666666666667
AP,Arch Point,SB,Santa Barbara,2013,2013-01-01,Outside,4.714914316376381,0,0,0.008534442890260962,9.951766129984532e-4,0.16318885071337746,0,6.283493241384561,0.31691350732104373,0,0,2.034309059614678,4.1244468938358265,0,479.5407826375429,272.5290425148964,10.618164274791006,0.0034747274235948527,-0.29333333333333333
AP,Arch Point,SB,Santa Barbara,2014,2014-01-01,Outside,1.3695107494628174,0,0,0,0.1442301578483906,0.004743659929940889,0,2.6881783725810418,0.1785364597688476,0.5176144890285078,0,2.1702771327903836,0.023401596451457535,0,141.80378864093316,519.0770860468701,2.747021910194713,0,0.13999999999999999
AP,Arch Point,SB,Santa Barbara,2015,2015-01-01,Outside,1.961893223559855,0,0,0,9.951766129984532e-4,0.0498856966116483,0,36.71051534486205,0.03858777368469455,0,0,0.34141030894224417,0,0,79.48402832106589,144.86979676751596,17.40630935621007,0,1.485
AP,Arch Point,SB,Santa Barbara,2016,2016-01-01,Outside,1.1985965616479617,0,0,0,0.015362499972478297,0.03979311307304278,91.55520000000001,57.485259926086364,0,0.1449351007310605,0,0.002858124926705622,0,0,39.80527618845432,91.71145852432333,0.8655930909096028,0,0.35666666666666663
AP,Arch Point,SB,Santa Barbara,2017,2017-01-01,Outside,2.1066135428573345,0,0,0,0,0.03560708208902085,53.83106666666667,105.14728756896424,0,0.013716911207227267,0,0.06207716543291191,0.00933961188777052,0,8.245147731059275,198.52884327638725,0.012952511261542026,0,-0.17666666666666667
AP,Arch Point,SB,Santa Barbara,2018,2018-01-01,Outside,1.9129684596473975,0,0,0,0.027382273091661986,0.18157570674843443,28.82293333333334,137.33045469006908,0,0.16635703759925938,0,0.08001503273047367,0.03151630140499838,0,65.53614343589456,619.322626796365,0.006289964774041731,0,0.039999999999999994
AP,Arch Point,SB,Santa Barbara,2019,2019-01-01,Outside,2.8060803977443656,0,0,0,0.02761590966758075,0.001474530993990145,0.8477333333333334,204.15466954895373,0,0.03374281566259224,0,0.4134421406272192,0,0,151.20900857131076,620.4681796491267,0,0,0.75
AR,Admiral's Reef,AN,Anacapa,2005,2005-01-01,Outside,2.106435682096785,0,0.29764485954290343,0,6.487460845503564,0.022923851133276656,38.148,0.6493160976647995,0.42763932083631273,5.138274620941019,0.10655147669765062,16.94140998861586,3.080751864692633,0,171.1436148850116,55.35328859248647,0,0.2665521066176082,0.04166666666666667
AR,Admiral's Reef,AN,Anacapa,2006,2006-01-01,Outside,4.51975548367625,0,3.358731006448706,0,7.98032701983031,0,0,1.0538712616185328,2.6707052002858256,3.4433102853207878,0.35881183755628343,16.25829297603854,4.692227738855012,0,577.947824351906,71.32060195206495,1.8435693519626646,0.5601730046437795,0.11416666666666668
AR,Admiral's Reef,AN,Anacapa,2007,2007-01-01,Outside,3.0609823707696067,0,3.7789746707543936,0,6.8855324813467025,0,0.4238666666666667,0.9803302779721109,2.5360997460442216,3.9814023031217443,0.24888894245083487,19.341516456562836,1.3612440819432248,0,248.57960421519115,89.14811456849449,1.9702184680412511,4.1611044827235295,-0.5908333333333333
AR,Admiral's Reef,AN,Anacapa,2008,2008-01-01,Outside,1.4441251078718562,0,0.17521732798024292,0,0.7177149231109802,0.016475101533906165,0,1.0898961864298378,3.9870505450749474,0.26188191055526283,0.017202976914455118,18.9671531028222,3.3125657668225306,0,549.3339372185505,62.774590351427136,0.42914001887103964,1.8598244993235764,-0.7583333333333333
AR,Admiral's Reef,AN,Anacapa,2009,2009-01-01,Outside,0.09615205384817482,0,0.757771433494246,0,7.242656144941173,0.0011143820624358715,0,0,1.41194264082607,0.2938742353078126,0.1075186057153445,28.779031064329594,7.146690175988737,0,370.1014783626017,55.518334531806055,0.09734516776263313,6.771979898802885,0.3125
AR,Admiral's Reef,AN,Anacapa,2010,2010-01-01,Outside,1.9781630006905657,0,1.7598845473993288,0,10.372819220033012,4.7251245913992615e-6,0,6.202442552643299,5.388341780362694,10.115562218713235,0.6961723685976364,31.12117846174216,4.207768686230764,0,300.9910363809085,58.451348444077176,0.48652848525969816,2.644895212042882,-0.4616666666666666
